player_id,year,date,week,team,location,opponent,result,started,rushing_attempts,rushing_yards,rushing_touchdowns,pass_targets,receptions,receiving_yards,receiving_touchdowns,conversions,fumbles_lost,fumble_touchdowns
KamaAl00,2017,2017-09-11,1,NOR,Away,MIN,L,False,7,18,0,6,4,20,0,0,0,0
KamaAl00,2017,2017-09-17,2,NOR,Home,NWE,L,False,1,3,0,7,3,51,0,0,0,0
KamaAl00,2017,2017-09-24,3,NOR,Away,CAR,W,False,2,37,1,5,3,5,0,0,0,0
KamaAl00,2017,2017-10-01,4,NOR,Away,MIA,W,False,5,25,0,10,10,71,1,0,0,0
KamaAl00,2017,2017-10-15,6,NOR,Home,DET,W,True,10,75,0,3,3,12,0,0,0,0
KamaAl00,2017,2017-10-22,7,NOR,Away,GNB,W,False,9,57,0,7,5,50,0,0,0,0
KamaAl00,2017,2017-10-29,8,NOR,Home,CHI,W,False,8,28,1,3,3,48,0,0,0,0
KamaAl00,2017,2017-11-05,9,NOR,Home,TAM,W,False,10,68,1,7,6,84,1,0,1,0
KamaAl00,2017,2017-11-12,10,NOR,Away,BUF,W,False,12,106,1,5,5,32,0,0,0,0
KamaAl00,2017,2017-11-19,11,NOR,Home,WAS,W,False,8,42,0,9,6,74,1,1,0,0
KamaAl00,2017,2017-11-26,12,NOR,Away,LAR,L,True,5,87,1,6,6,101,1,0,0,0
KamaAl00,2017,2017-12-03,13,NOR,Home,CAR,W,True,9,60,2,6,5,66,0,0,0,0
KamaAl00,2017,2017-12-07,14,NOR,Away,ATL,L,False,1,2,0,3,3,25,0,0,0,0
KamaAl00,2017,2017-12-17,15,NOR,Home,NYJ,W,False,12,44,0,7,6,45,1,0,0,0
KamaAl00,2017,2017-12-24,16,NOR,Home,ATL,W,False,12,32,0,9,7,58,0,0,0,0
KamaAl00,2017,2017-12-31,17,NOR,Away,TAM,L,False,9,44,1,7,6,84,0,0,0,0
KamaAl00,2018,2018-09-09,1,NOR,Home,TAM,L,True,8,29,2,12,9,112,1,1,0,0
KamaAl00,2018,2018-09-16,2,NOR,Home,CLE,W,True,13,46,0,6,6,53,0,1,0,0
KamaAl00,2018,2018-09-23,3,NOR,Away,ATL,W,True,16,66,0,20,15,124,0,0,0,0
KamaAl00,2018,2018-09-30,4,NOR,Away,NYG,W,True,19,134,3,9,5,47,0,0,0,0
KamaAl00,2018,2018-10-08,5,NOR,Home,WAS,W,False,6,24,0,4,3,15,0,0,0,0
KamaAl00,2018,2018-10-21,7,NOR,Away,BAL,W,True,17,64,1,2,2,11,0,0,0,0
KamaAl00,2018,2018-10-28,8,NOR,Away,MIN,W,True,13,45,1,8,7,31,1,0,0,0
KamaAl00,2018,2018-11-04,9,NOR,Home,LAR,W,True,19,82,2,5,4,34,1,0,0,0
KamaAl00,2018,2018-11-11,10,NOR,Away,CIN,W,True,12,56,2,5,4,46,0,0,0,0
KamaAl00,2018,2018-11-18,11,NOR,Home,PHI,W,True,13,71,0,1,1,37,1,0,0,0
KamaAl00,2018,2018-11-22,12,NOR,Home,ATL,W,True,14,89,0,1,1,9,0,0,0,0
KamaAl00,2018,2018-11-29,13,NOR,Away,DAL,L,True,11,36,0,11,8,36,0,0,0,0
KamaAl00,2018,2018-12-09,14,NOR,Away,TAM,W,True,12,51,0,6,5,36,0,1,0,0
KamaAl00,2018,2018-12-17,15,NOR,Away,CAR,W,True,14,67,1,9,7,36,0,0,0,0
KamaAl00,2018,2018-12-23,16,NOR,Home,PIT,W,False,7,23,2,6,4,82,0,0,0,0
KamaAl00,2019,2019-09-09,1,NOR,Home,HOU,W,True,13,97,0,8,7,72,0,0,0,0
KamaAl00,2019,2019-09-15,2,NOR,Away,LAR,L,True,13,45,0,3,1,15,0,0,0,0
KamaAl00,2019,2019-09-22,3,NOR,Away,SEA,W,True,16,69,1,10,9,92,1,0,0,0
KamaAl00,2019,2019-09-29,4,NOR,Home,DAL,W,True,17,69,0,3,3,20,0,0,0,0
KamaAl00,2019,2019-10-06,5,NOR,Home,TAM,W,True,16,62,0,7,6,42,0,0,0,0
KamaAl00,2019,2019-10-13,6,NOR,Away,JAX,W,True,11,31,0,8,7,35,0,0,0,0
KamaAl00,2019,2019-11-10,10,NOR,Home,ATL,L,False,4,24,0,10,8,50,0,0,0,0
KamaAl00,2019,2019-11-17,11,NOR,Away,TAM,W,False,13,75,0,10,10,47,0,0,0,0
